	('e8c15c914aca4afa98ecdc9e5cdab4bf671821b4146e4395abdd7311b4795c45','dsf','ds','d8582b7bfc1a4b4bbdd3612cd0d78cf5fd23287930964d36a836ed01b5cc9d29','sdaf','sdfg','A','admin','2017-01-13 16:54:22.0','admin','2017-01-13 16:54:22.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d29071b66e6f4411ad72e7c488f681742bafb93f10034a02afc5935a5cd4f184','asdf','ws','e9976047fea2428593915b501bab3e94c00c71fb0a024a27918e03592a20587e','asdf','sdaf','A','admin','2017-01-13 17:02:21.0','admin','2017-01-13 17:02:21.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4e0d3c0738994f73ad599152fd4f6e89629e4cb88f7f47bb97d4b14b8e8cbf2e','asdf','di','5131ce01dd594261b3a8557451f02a1532f9038fdf18411989c07ed942a552f6','sadfasdf','sadf','N','admin','2017-01-13 17:04:42.0','admin','2017-01-13 17:04:42.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('69d26af40f2040509f0fc71f4bcb7b3ac7bb1bc010e34245bfcba98c2842c6e0','asdf','ds','e9976047fea2428593915b501bab3e94c00c71fb0a024a27918e03592a20587e','sdafasd','asdf','A','admin','2017-01-13 17:10:21.0','admin','2017-01-13 17:10:21.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4b246cfdcafc4503bb80ea2c35eab25bdf565c75eed34346ba062170570c9c1a','asdf','ws','5131ce01dd594261b3a8557451f02a1532f9038fdf18411989c07ed942a552f6','asdf','adsf','A','admin','2017-01-13 17:10:38.0','admin','2017-01-13 17:10:38.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f932296ae408431d90900c31baee579c0369270b160d45079d86af10ccd7c369','asdf','ws','6d919b63023f4907a1c7684c681efb87ffafcd6ad3174c4cb9b5a3c44dbe3d5e','dsfasd','adsf','A','admin','2017-01-13 17:10:55.0','admin','2017-01-13 17:10:55.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ae61142d1e4b47e89289bb13b4356bf45056786ea87d476cbb861df784554f2f','uooo_hhhhhh',NULL,'3537d33805af44b8be7f14c271de95a9f87c1080323c446e8fd6a4531238b9c9','uuuuu','ws/dataOutport','A','admin','2017-01-03 10:43:00.0','admin','2017-01-10 14:28:59.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('03793c11c1f243f6b783b556e7a647d4296ed5d54d314669aecae365b1bbdbb1','xxxxxxxxxxxxxxx',NULL,'a86c00f63d19437c8924cb20c9424df1a79f12f74c5148c6bf476b518965e4cb','yyyyyyyyyyyyyyyyy','ws/dataOutport',NULL,'admin','2017-01-03 10:44:58.0','admin','2017-01-09 01:39:31.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d208ad37e6d446dd9b717a41400dbf55634ea536e4a645f9b347e497033371ac','fgfggfgfgfgfgf',NULL,'9e95005e68b849cab916e1fad859f9f6196f35926c3b41858b824afd4a47a6be','fgsgfgfsdg','ws/dataOutport','A','admin','2017-01-03 10:49:58.0','admin','2017-01-16 10:20:18.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e976f7d6c21240c9abf2ca0a054feec5db98c4efd8194448b3a525e4cd169559','sdf','di','11878010986c4ae9bbf49989db82da990c33148ae166438f8cca0e5b8af80b77','asdfasdf','asdf','A','admin','2017-01-06 15:13:20.0','admin','2017-01-10 14:28:47.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('c05e53c979df41c5a7cf78b70936ed77a18d3714b22c4a678eef66cbb77fe120','1213','ws','5131ce01dd594261b3a8557451f02a1532f9038fdf18411989c07ed942a552f6','hao','hhh','N','admin','2017-01-09 07:01:08.0','admin','2017-01-10 15:37:16.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('639d64c46dee49498d96facd07274d7247fb2f4bb0bf40a69d220bdcc6d0b826','145','ws','5131ce01dd594261b3a8557451f02a1532f9038fdf18411989c07ed942a552f6','zui','kkk','A','admin','2017-01-09 07:02:24.0','admin','2017-01-10 15:37:13.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('78416c9397de467f9cff06d5cd202dd91c400d41b5d845c28a871052f3efc3ac',NULL,NULL,NULL,NULL,NULL,NULL,'admin','2017-01-09 09:13:05.0','admin','2017-01-09 09:13:05.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a4fd31dc41414aaaa54a2c58113a5bf803f8213c7f9947f9bd42215e3b96bac5',NULL,NULL,NULL,NULL,NULL,NULL,'admin','2017-01-09 09:13:11.0','admin','2017-01-09 09:13:11.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f4ee9da7c42e42b981b1ae3fc98f730074b08733331544eba811f49889697684','sdf','ws','e9976047fea2428593915b501bab3e94c00c71fb0a024a27918e03592a20587e','sdfg','dsfg','A','admin','2017-01-16 10:19:46.0','admin','2017-01-16 16:30:29.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('305ebe5fc62548de93da4a72ca0aeb18d7e5ef725ffe45ccb3e66399a48d466c','ss','ws','6d919b63023f4907a1c7684c681efb87ffafcd6ad3174c4cb9b5a3c44dbe3d5e','adsf','safd','A','admin','2017-01-16 10:20:02.0','admin','2017-01-15 07:43:33.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1e4267ef21224868948c946379324056cdbc81a060d94c168a232fe7ccb01949','chunjie','ds','d8582b7bfc1a4b4bbdd3612cd0d78cf5fd23287930964d36a836ed01b5cc9d29','春节来了','ws/dataOutport',NULL,'admin','2017-01-03 11:07:48.0','admin','2017-01-09 01:38:42.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a336bbd383d942abb6762d85b66aea53a4771fcc8005403ebd355765913fc76c','星','di','e9976047fea2428593915b501bab3e94c00c71fb0a024a27918e03592a20587e','范德萨发','水电费水电费','A','admin','2017-01-04 09:09:10.0','admin','2017-01-09 06:32:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e59ea83b57b54136946266703b0202acc6dbbb5b49fd494986220bbcd7a06f92','123','ws','440b8df7f05c43db8118301c712462b6230595d095ac4f8992141bbf18170f62','123','123','N','admin','2017-01-20 10:48:57.0','admin','2017-01-20 10:48:59.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL))
  (rows 267))

(tabledump 'T_DGAP_RESOURCE_APPLICATION'
  (file-encoding 'UTF-8')
  (dump-version 1 1)
  (henplus-version '0.9.5')
  (time '2017-01-20 13:58:17.289')
  (database-info 'Oracle - Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options')
  (meta ('ID',     'RESOURCE_ID', 'USER_ID', 'STATUS', 'EFFECTIVE_DATE', 'EXPIRE_DATE', 'REASON', 'AUDIT_USER_ID', 'PASS_OR_NOT', 'APPROVAL', 'CONTACT_NUMBER', 'CALLER_TOKEN', 'CREATE_BY', 'CREATE_TIME', 'UPDATE_BY', 'UPDATE_TIME', 'DEL_FLAG', 'RESERVED_FIELD1', 'RESERVED_FIELD2', 'RESERVED_FIELD3', 'RESERVED_FIELD4', 'RESERVED_FIELD5', 'RESERVED_FIELD6', 'RESERVED_FIELD7', 'RESERVED_FIELD8', 'RESERVED_FIELD9', 'RESERVED_FIELD10', 'RESERVED_FIELD11', 'RESERVED_FIELD12', 'RESERVED_FIELD13', 'RESERVED_FIELD14', 'RESERVED_FIELD15', 'RESERVED_FIELD16', 'RESERVED_FIELD17', 'RESERVED_FIELD18', 'RESERVED_FIELD19', 'RESERVED_FIELD20', 'AUDIT_TIME', 'USER_NAME')
	('STRING', 'STRING',      'STRING',  'STRING', 'TIMESTAMP',      'TIMESTAMP',   'STRING', 'STRING',        'STRING',      'STRING',   'STRING',         'STRING',       'STRING',    'TIMESTAMP',   'STRING',    'TIMESTAMP',   'STRING',   'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'TIMESTAMP',  'STRING'   ))
  (data ('353ad2de349a43afa2f140b1f2bb2ddfd39acb5ded4a4b999c3c54beb7c5b6fb','8033f6441bc348e2a136e81800da8897596c56c131604a2cb4e1ab3d7734fb6f','admin','NEW','2016-11-04 08:00:00.0','2017-01-18 08:00:00.0','非官方的',NULL,NULL,NULL,NULL,NULL,NULL,'2016-12-23 17:34:36.0','admin','2016-12-23 17:42:35.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('698d003b383947afa03439b2716a8f55f3b5b8fe4376471cabfda2e2bf7740e5','a77989e5b9274b73bc85786a5eb361423345217005364d3091a3deabdffd5607','admin','NEW','2016-12-22 08:00:00.0','2016-12-28 08:00:00.0','阿斯蒂芬',NULL,NULL,NULL,NULL,NULL,'admin','2016-12-23 17:15:42.0','admin','2016-12-23 17:30:57.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ddf68f88f0f141b29496f80a36063dccce78a4c983b1431fb88589b8e5ca4e36','4f4399ca691340e69e7721cda0690ea9778b990e14ee4e789400072463b058b7','mockerUserId','NEW','2016-11-08 08:00:00.0','2016-11-08 08:00:00.0','地方萨芬',NULL,NULL,NULL,NULL,NULL,'admin','2016-11-08 10:58:47.0','admin','2016-12-07 16:53:08.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('0c2eea171a044d5e8bf91fc0f2bf705dcbe08f15a3b4417fac66504ab6af7ab5','b719aba4a23540618c2e4e3499f94d4c72f0fb84361c4ad39fb1ff9a2d01d3e4','mockerUserId','NEW','2016-11-08 08:00:00.0','2016-11-15 08:00:00.0','范德萨发','张三','Y','哈哈哈',NULL,'83QE9IclcC','admin','2016-11-08 11:08:47.0','admin','2016-11-10 17:49:01.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2016-11-10 17:49:01.0',NULL)
	('fec2cb3d95ec46f7b373bc82320ed3e20c9acd05659c4b7f8b25a174730cbbde','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','NEW','2016-12-24 08:00:00.0','2016-12-28 08:00:00.0','哦哦',NULL,NULL,NULL,NULL,NULL,'admin','2016-12-23 02:32:13.0','admin','2016-12-23 02:32:13.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7eacc8f377bf457d9139d3689571075bc587f86dc4e74f3a860590d732986739','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','NEW','2016-12-24 08:00:00.0','2016-12-28 08:00:00.0','我的',NULL,NULL,NULL,NULL,NULL,'admin','2016-12-23 02:32:52.0','admin','2017-01-03 17:23:39.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('69961de985fc47a4a2f7e0cb66f7c248998caed1bc914b7d973726c600f874a6','08c42fc008b74720978dfca5807fd6568fb498ae8a644fd2b9bdfd0cb37ae534','admin','NEW','2017-01-09 08:00:00.0','2017-01-09 08:00:00.0','asdf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:35:47.0','admin','2017-01-15 07:36:06.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('94e39466e6dd4c579c1be9308bece63d2455c490455744f783267e283a73c236','86865b5992ce4754ac37f70fdcb9b78d9d6cbc1747844334926b8dfffca9563f','admin','NEW','2017-01-17 08:00:00.0','2017-01-11 08:00:00.0','sdfgsdg',NULL,NULL,NULL,NULL,NULL,NULL,'2017-01-15 15:19:41.0','admin','2017-01-15 07:36:18.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6e245aee5d6e453d8557963081c09758c743a8cdfe2845d19d9e218e1cf8f5a3','32a9ba4d9f094ecfb790898b4405d75523e77e58f7d049478d3a13a8db0e19fb','admin','NEW','2016-11-20 08:00:00.0','2016-11-25 08:00:00.0','adfasd11',NULL,NULL,NULL,NULL,NULL,NULL,'2016-12-06 10:49:35.0','admin','2016-12-06 10:49:35.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d60390332fc54dbc9baa02464f7dc66e6262b714f0654932b314fb2536f79335','9d841a27ac974e81829d1f24d5493e670c5c68bbf2154dd9b10c3637ab4353fa','mockerUserId','NEW','2016-11-18 08:00:00.0','2016-11-24 08:00:00.0','asdfasdf',NULL,NULL,NULL,NULL,NULL,'admin','2016-11-18 14:01:27.0','admin','2016-11-21 17:14:51.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a3ca8f8979f548cea001d732a432b9a8b28e4ac51c88483eb2d91307a33e1f99','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','NEW','2017-01-13 08:00:00.0','2017-01-18 08:00:00.0','fdsf','1ef3a6a32fb9483a8879e6ad9c2aa3d7cb15cbbef662432c806c4b9eb6a435bd','Y','qwert',NULL,'w0X72u078n','admin','2017-01-13 11:38:50.0','admin','2017-01-13 11:40:11.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2017-01-13 11:40:11.0',NULL)
	('dad6a9fae1504797a3d2f0fda7c623d3bea25d6e94b94ccf95201d19b9c157ee','9d2bf2e8415c4c589ce055196c82cc5eb278e49c3d0b460590c568bf7123184e','admin','NEW','2017-01-13 08:00:00.0','2017-01-18 08:00:00.0','fdsfdf','1ef3a6a32fb9483a8879e6ad9c2aa3d7cb15cbbef662432c806c4b9eb6a435bd','Y','ert',NULL,'2O2h2s6IZf','admin','2017-01-13 11:39:03.0','admin','2017-01-13 11:40:04.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2017-01-13 11:40:04.0',NULL)
	('e346a526c6384920861f70edaec44c93f33517faf68140128def80b8a7961309','f80d0013ef7f4f40a4feaacf50e3e61cafc6daaad7f84fa19a593a354ebf9825','admin','NEW','2017-01-13 08:00:00.0','2017-01-23 08:00:00.0','fdsfadf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:40:32.0','admin','2017-01-13 11:40:32.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('af6a5b2c1f0543e190f5711e8f2e2e64b5217944d6c74ad9ac6a976dea0597b1','86865b5992ce4754ac37f70fdcb9b78d9d6cbc1747844334926b8dfffca9563f','admin','NEW','2017-01-24 08:00:00.0','2017-01-25 08:00:00.0','fdsfad',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:41:05.0','admin','2017-01-13 11:41:05.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('dafa17159ab644f7814df624390fd9c4b91c530b360b436e91fc6e6abe87a693','f80d0013ef7f4f40a4feaacf50e3e61cafc6daaad7f84fa19a593a354ebf9825','admin','NEW','2017-01-13 08:00:00.0','2017-01-19 08:00:00.0','dsfad',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:47:43.0','admin','2017-01-13 11:47:43.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ef4ce8cb200b4b8ab1fa76bcdbd1bed159045da903524271ac1b7198ebe48dc8','f80d0013ef7f4f40a4feaacf50e3e61cafc6daaad7f84fa19a593a354ebf9825','admin','NEW','2017-01-24 08:00:00.0','2017-01-25 08:00:00.0','fsdf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:48:24.0','admin','2017-01-13 11:48:24.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('50357720b43545249a49cff10ad2b0def8c9723ef9b6475fa21dbd3943944a68','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','NEW','2017-01-17 08:00:00.0','2017-01-10 08:00:00.0','sadfsadf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:50:59.0','admin','2017-01-13 11:50:59.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4e391be2964641a8b472c43d4d8b355951591876126b431e9f199f0945023802','9d2bf2e8415c4c589ce055196c82cc5eb278e49c3d0b460590c568bf7123184e','admin','NEW','2017-01-16 08:00:00.0','2017-01-18 08:00:00.0','fdfasd',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:51:25.0','admin','2017-01-13 11:51:25.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('2a5ad74569dd411f930bdd6aa41e423fdb4815d9e163444f88354339cf42bde7','cc45309f7c894d7487f283123cdc50d2666f05122fb946e0970a08824ec5af7d','admin','NEW','2017-01-09 08:00:00.0','2017-01-25 08:00:00.0','dfsadsaf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:52:24.0','admin','2017-01-13 11:52:24.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('3b23c513cffc41d1a13341ddebd228c54244100bfac146a2924ede7e3acc8178','9d2bf2e8415c4c589ce055196c82cc5eb278e49c3d0b460590c568bf7123184e','admin','NEW','2017-01-13 08:00:00.0',NULL,'fdsaf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:52:30.0','admin','2017-01-13 11:52:30.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('9a077007e797413aa582e7ea1784649d8ffd2d6cc3e54e99b5786319161d955f','9d2bf2e8415c4c589ce055196c82cc5eb278e49c3d0b460590c568bf7123184e','admin','NEW','2017-01-13 08:00:00.0',NULL,'dfsaf',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:52:41.0','admin','2017-01-13 11:52:41.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5377fa8a6e424965bd30048285ba484d4e625239888b46b991820afe9dcd6464','08c42fc008b74720978dfca5807fd6568fb498ae8a644fd2b9bdfd0cb37ae534','admin','NEW','2017-01-13 08:00:00.0','2017-01-18 08:00:00.0','fdsfa',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:54:15.0','admin','2017-01-13 15:49:41.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5ccba121b79c4d7588b09ef857b6187b6ddaf0ca76a942858f8c6982bf83f6f8','f80d0013ef7f4f40a4feaacf50e3e61cafc6daaad7f84fa19a593a354ebf9825','admin','NEW','2017-01-13 08:00:00.0','2017-01-26 08:00:00.0','fdsfa',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-13 11:54:22.0','admin','2017-01-13 13:25:19.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7068ae801ea44fc98639b492b9c39fd8e46b6eecf64a443fa5f906e1cfc2da3e','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','05b92005112d4882bfc6c69cfb293cbc5f2842002aa24b109afa70a974e5944e','NEW','2017-01-16 08:00:00.0','2017-01-25 08:00:00.0','申请原因不能为空','05b92ff5112d4882bfc6c69cfb293cbc5f28e9002aa24b109afa70a974e5944e','Y','大啊大大',NULL,'x12PIE03hQ',NULL,'2017-01-16 18:04:07.0','admin','2017-01-17 16:31:12.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2017-01-17 16:31:12.0','部级监管机构管理员')
	('02f8c507c01348c28bdebb78cf05f7f3406f90de1295499692008b347ff1b50b','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','05b92005112d4882bfc6c69cfb293cbc5f2842002aa24b109afa70a974e5944e','NEW','2017-01-20 08:00:00.0','2017-01-31 08:00:00.0','1233',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-20 11:04:43.0','admin','2017-01-20 11:04:43.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dgapdev')
	('87b70cf4f08d4ed9a01e5e242058430a5285367238f0425ab4e92b6e84d24479','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','05b92005112d4882bfc6c69cfb293cbc5f2842002aa24b109afa70a974e5944e','NEW','2017-01-20 08:00:00.0','2017-01-31 08:00:00.0','1233',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-20 11:04:43.0','admin','2017-01-20 11:04:43.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dgapdev')
	('4beeb5d2ccc6471aa6750da9257d221c1a33eaa4c0da436d93a5d9ef063307a5','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','05b92005112d4882bfc6c69cfb293cbc5f2842002aa24b109afa70a974e5944e','NEW','2017-01-20 08:00:00.0','2017-01-31 08:00:00.0','1233',NULL,NULL,NULL,NULL,NULL,'admin','2017-01-20 11:04:43.0','admin','2017-01-20 11:04:43.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dgapdev')
	('6cc0f4f44cfb4d8eb2b901a80cfdc21f166722ab34d8405c945b5987a6ed55d3','361fc14455a24e3493781d8186be2d3ce569ecc139ed40a984e331107a0db7f4','mockerUserId','NEW','2016-11-15 08:00:00.0','2016-11-03 08:00:00.0','asdfasdfas','6318088db0534cc493aa9982701d1b837f4ada284f0347d9975e306e4fc1af34','N','11',NULL,NULL,'admin','2016-11-15 17:40:42.0','admin','2016-12-01 09:53:27.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2016-11-21 11:18:55.0',NULL)
	('f5715402f8c04489b17fd3b8055f4fa30400840b8cd34e9e9996fbfb1bfa4e96','b8d92e1f70684bab8a29d806b048ff999ccf58e88b16426cbdc81d331f9ab3e5','mockerUserId','NEW','2016-11-16 08:00:00.0','2016-11-18 08:00:00.0','1212','张三','Y','121',NULL,'390tCFZ1J2','admin','2016-11-16 14:02:38.0','admin','2016-11-16 14:03:11.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2016-11-16 14:03:11.0',NULL)
	('196a294eb1ba40169d1bef374370523c607f261ead8e479ba2a29fa5927d8171','2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','admin','NEW','2016-11-21 08:00:00.0','2016-11-22 08:00:00.0','我很帅',NULL,NULL,NULL,NULL,NULL,'admin','2016-11-21 11:21:27.0','admin','2016-11-21 11:21:43.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
